Date,AAL,AGO,ALLY,AMD,AMGN,AMKR,APA,ARW,BA,C,CAH,F,GS,JPM,MAR,MS,WF
2020-07-01,11.119999885559082,20.941516876220703,18.970651626586914,77.43000030517578,230.31698608398438,13.405887603759766,15.025895118713379,71.62000274658203,158.0,46.14753723144531,50.78355407714844,6.4358086585998535,190.034912109375,90.47636413574219,83.67603302001953,45.9030647277832,21.440000534057617
2020-08-01,13.050000190734863,20.576980590820312,21.789459228515625,90.81999969482422,238.4595489501953,12.02586841583252,14.514188766479492,78.55999755859375,171.82000732421875,47.64952087402344,47.19467544555664,6.640274524688721,196.66822814941406,94.71398162841797,102.72099304199219,49.419105529785156,21.530000686645508
2020-09-01,12.289999961853027,20.78142547607422,23.875076293945312,81.98999786376953,240.8529052734375,11.040141105651855,9.287118911743164,78.66000366210938,165.25999450683594,40.183311462402344,43.65229034423828,6.484490394592285,194.09242248535156,91.00823211669922,92.40996551513672,45.72165298461914,22.079999923706055
2020-10-01,11.279999732971191,24.69971466064453,25.408342361450195,75.29000091552734,205.58163452148438,11.680864334106445,8.139713287353516,77.88999938964844,144.38999938964844,38.6080436706543,43.0196533203125,7.5262932777404785,182.5706787109375,92.6814956665039,92.70941162109375,45.53253173828125,23.93000030517578
2020-11-01,14.130000114440918,29.150110244750977,28.440155029296875,92.66000366210938,210.4145965576172,14.529613494873047,12.67404556274414,91.6500015258789,210.7100067138672,51.96754837036133,51.28723907470703,8.840716361999512,222.68911743164062,112.4711685180664,126.6369857788086,58.902259826660156,27.040000915527344
2020-12-01,15.770000457763672,30.65581703186035,34.204917907714844,91.70999908447266,219.36209106445312,14.864761352539062,13.952264785766602,97.30000305175781,214.05999755859375,58.18628692626953,50.31955337524414,8.55836009979248,254.6853485107422,121.23949432373047,131.67770385742188,65.28499603271484,27.3799991607666
2021-01-01,17.170000076293945,34.80296325683594,36.29597091674805,85.63999938964844,230.34353637695312,15.3381929397583,14.040756225585938,97.62999725341797,194.19000244140625,54.723045349121094,50.94211959838867,10.2525053024292,263.3175048828125,122.76606750488281,116.09637451171875,63.875083923339844,23.889999389648438
2021-02-01,20.940000534057617,43.0485954284668,40.00373840332031,84.51000213623047,214.59169006347656,23.610143661499023,19.427249908447266,100.26000213623047,212.00999450683594,62.69847869873047,48.8467903137207,11.391674041748047,310.2286071777344,141.428466796875,147.7980499267578,73.60660552978516,25.18000030517578
2021-03-01,23.899999618530273,41.15998077392578,43.57997512817383,78.5,239.14974975585938,23.47191619873047,17.625329971313477,110.81999969482422,254.72000122070312,69.2367172241211,57.59787368774414,11.927179336547852,317.5307922363281,146.2910614013672,147.8379669189453,74.36309051513672,27.100000381469727
2021-04-01,21.719999313354492,49.74958419799805,49.594993591308594,81.62000274658203,230.33578491210938,20.01696014404297,19.69310760498047,114.06999969482422,234.30999755859375,67.79963684082031,57.65908432006836,11.235889434814453,339.6887512207031,147.8094024658203,148.24722290039062,79.04548645019531,28.850000381469727
